state,district,year,nitrate
Tamilnadu,Karur,2016,32.0
Tamilnadu,Karur,2017,36.799999
Tamilnadu,Karur,2018,30.512308
Kerala,Kasaragod,2000,6.0790911
Kerala,Kasaragod,2001,9.0
Kerala,Kasaragod,2002,6.6181817
Kerala,Kasaragod,2003,0.0
Kerala,Kasaragod,2004,5.5363636
Kerala,Kasaragod,2005,35.836666
Kerala,Kasaragod,2006,35.836666
Kerala,Kasaragod,2007,6.8162069
Kerala,Kasaragod,2008,4.6548486
Kerala,Kasaragod,2009,5.6117859
Kerala,Kasaragod,2010,5.4124999
Kerala,Kasaragod,2011,7.3671999
Kerala,Kasaragod,2012,5.0876188
Kerala,Kasaragod,2013,6.5303702
Kerala,Kasaragod,2014,6.2550001
Kerala,Kasaragod,2015,9.3889999
Kerala,Kasaragod,2016,12.3355
Kerala,Kasaragod,2017,9.5086956
Kerala,Kasaragod,2018,12.600417
Uttar Pradesh,Kasganj,2000,98.0
Uttar Pradesh,Kasganj,2001,123.33334
Uttar Pradesh,Kasganj,2002,67.666664
Uttar Pradesh,Kasganj,2003,35.836666
Uttar Pradesh,Kasganj,2004,35.836666
Uttar Pradesh,Kasganj,2005,35.836666
Uttar Pradesh,Kasganj,2006,35.836666
Uttar Pradesh,Kasganj,2007,35.836666
Uttar Pradesh,Kasganj,2008,35.836666
Uttar Pradesh,Kasganj,2009,35.836666
Uttar Pradesh,Kasganj,2010,35.836666
Uttar Pradesh,Kasganj,2011,35.836666
Uttar Pradesh,Kasganj,2012,35.836666
Uttar Pradesh,Kasganj,2013,35.836666
Uttar Pradesh,Kasganj,2014,35.836666
Uttar Pradesh,Kasganj,2015,35.836666
Uttar Pradesh,Kasganj,2016,49.333332
Uttar Pradesh,Kasganj,2017,35.836666
Uttar Pradesh,Kasganj,2018,56.666668
Jammu And Kashmir,Kathua,2000,34.83744
Jammu And Kashmir,Kathua,2001,30.335897
Jammu And Kashmir,Kathua,2002,14.698334
Jammu And Kashmir,Kathua,2003,35.836666
Jammu And Kashmir,Kathua,2004,18.380968
Jammu And Kashmir,Kathua,2005,17.463333
Jammu And Kashmir,Kathua,2006,13.536977
Jammu And Kashmir,Kathua,2007,14.200953
Jammu And Kashmir,Kathua,2008,18.890526
Jammu And Kashmir,Kathua,2009,23.597713
Jammu And Kashmir,Kathua,2010,15.845161
Jammu And Kashmir,Kathua,2011,35.836666
Jammu And Kashmir,Kathua,2012,27.902
Jammu And Kashmir,Kathua,2013,23.804651
Jammu And Kashmir,Kathua,2014,20.955555
Jammu And Kashmir,Kathua,2015,21.647728
Jammu And Kashmir,Kathua,2016,15.9464
Jammu And Kashmir,Kathua,2017,35.836666
Jammu And Kashmir,Kathua,2018,35.836666
Bihar,Katihar,2000,35.836666
Bihar,Katihar,2001,35.836666
Bihar,Katihar,2002,35.836666
Bihar,Katihar,2003,35.836666
Bihar,Katihar,2004,35.836666
Bihar,Katihar,2005,23.333334
Bihar,Katihar,2006,35.836666
Bihar,Katihar,2007,35.836666
Bihar,Katihar,2008,35.836666
Bihar,Katihar,2009,35.836666
Bihar,Katihar,2010,35.836666
Bihar,Katihar,2011,35.836666
Bihar,Katihar,2012,35.836666
Bihar,Katihar,2013,24.607693
Bihar,Katihar,2014,35.836666
Bihar,Katihar,2015,35.836666
Bihar,Katihar,2016,22.108126
Bihar,Katihar,2017,0.80000001
Bihar,Katihar,2018,35.836666
Madhya Pradesh,Katni,2000,29.133333
Madhya Pradesh,Katni,2001,35.125
Madhya Pradesh,Katni,2002,47.0
Madhya Pradesh,Katni,2003,35.836666
Madhya Pradesh,Katni,2004,99.5
Madhya Pradesh,Katni,2005,45.872726
Madhya Pradesh,Katni,2006,43.76923
Madhya Pradesh,Katni,2007,43.0
Madhya Pradesh,Katni,2008,2.7
Madhya Pradesh,Katni,2009,24.5875
Madhya Pradesh,Katni,2010,35.692307
Madhya Pradesh,Katni,2011,23.74375
Madhya Pradesh,Katni,2012,40.4375
Madhya Pradesh,Katni,2013,86.3125
Madhya Pradesh,Katni,2014,29.5625
Madhya Pradesh,Katni,2015,30.533333
Madhya Pradesh,Katni,2016,24.5625
Madhya Pradesh,Katni,2017,27.388889
Madhya Pradesh,Katni,2018,33.57143
Uttar Pradesh,Kaushambi,2000,15.8
Uttar Pradesh,Kaushambi,2001,35.836666
Uttar Pradesh,Kaushambi,2002,35.836666
Uttar Pradesh,Kaushambi,2003,35.836666
Uttar Pradesh,Kaushambi,2004,35.836666
Uttar Pradesh,Kaushambi,2005,35.836666
Uttar Pradesh,Kaushambi,2006,35.836666
Uttar Pradesh,Kaushambi,2007,35.836666
Uttar Pradesh,Kaushambi,2008,35.836666
Uttar Pradesh,Kaushambi,2009,35.836666
Uttar Pradesh,Kaushambi,2010,35.836666
Uttar Pradesh,Kaushambi,2011,35.836666
Uttar Pradesh,Kaushambi,2012,35.836666
Uttar Pradesh,Kaushambi,2013,35.836666
Uttar Pradesh,Kaushambi,2014,35.836666
Uttar Pradesh,Kaushambi,2015,35.836666
Uttar Pradesh,Kaushambi,2016,197.64999
Uttar Pradesh,Kaushambi,2017,35.836666
Uttar Pradesh,Kaushambi,2018,23.0
Odisha,Kendrapara,2000,35.836666
Odisha,Kendrapara,2001,35.836666
Odisha,Kendrapara,2002,55.567142
Odisha,Kendrapara,2003,0.46250001
Odisha,Kendrapara,2004,32.299999
Odisha,Kendrapara,2005,35.836666
Odisha,Kendrapara,2006,35.836666
Odisha,Kendrapara,2007,35.836666
Odisha,Kendrapara,2008,35.836666
Odisha,Kendrapara,2009,35.836666
Odisha,Kendrapara,2010,35.836666
Odisha,Kendrapara,2011,35.836666
Odisha,Kendrapara,2012,35.836666
Odisha,Kendrapara,2013,35.836666
Odisha,Kendrapara,2014,35.836666
Odisha,Kendrapara,2015,35.836666
Odisha,Kendrapara,2016,35.836666
Odisha,Kendrapara,2017,35.836666
Odisha,Kendrapara,2018,0.0
Odisha,Kendujhar,2000,8.6704216
Odisha,Kendujhar,2001,35.836666
Odisha,Kendujhar,2002,19.847692
Odisha,Kendujhar,2003,11.605526
Odisha,Kendujhar,2004,16.869444
Odisha,Kendujhar,2005,35.836666
Odisha,Kendujhar,2006,35.836666
Odisha,Kendujhar,2007,35.836666
Odisha,Kendujhar,2008,35.836666
Odisha,Kendujhar,2009,35.836666
Odisha,Kendujhar,2010,35.836666
Odisha,Kendujhar,2011,35.836666
Odisha,Kendujhar,2012,35.836666
Odisha,Kendujhar,2013,35.836666
Odisha,Kendujhar,2014,35.836666
Odisha,Kendujhar,2015,35.836666
Odisha,Kendujhar,2016,35.836666
Odisha,Kendujhar,2017,35.836666
Odisha,Kendujhar,2018,0.0
Bihar,Khagaria,2000,35.836666
Bihar,Khagaria,2001,35.836666
Bihar,Khagaria,2002,35.836666
Bihar,Khagaria,2003,35.836666
Bihar,Khagaria,2004,35.836666
Bihar,Khagaria,2005,35.836666
Bihar,Khagaria,2006,35.836666
Bihar,Khagaria,2007,35.836666
Bihar,Khagaria,2008,35.836666
Bihar,Khagaria,2009,35.836666
Bihar,Khagaria,2010,35.836666
Bihar,Khagaria,2011,35.836666
Bihar,Khagaria,2012,35.836666
Bihar,Khagaria,2013,17.418182
Bihar,Khagaria,2014,35.836666
Bihar,Khagaria,2015,35.836666
Bihar,Khagaria,2016,13.4755
Bihar,Khagaria,2017,35.836666
Bihar,Khagaria,2018,35.836666
Telangana,Khammam,2000,69.416664
Telangana,Khammam,2001,35.836666
Telangana,Khammam,2002,77.192307
Telangana,Khammam,2003,50.716667
Telangana,Khammam,2004,116.63636
Telangana,Khammam,2005,70.345451
Telangana,Khammam,2006,238.95454
Telangana,Khammam,2007,314.0
Telangana,Khammam,2008,242.27142
Telangana,Khammam,2009,201.98
Telangana,Khammam,2010,104.88889
Telangana,Khammam,2011,146.44444
Telangana,Khammam,2012,131.25
Telangana,Khammam,2013,185.89999
Telangana,Khammam,2014,95.529411
Telangana,Khammam,2015,66.214287
Telangana,Khammam,2016,77.73333
Telangana,Khammam,2017,62.117645
Telangana,Khammam,2018,84.508125
Madhya Pradesh,Khargone,2000,108.0
Madhya Pradesh,Khargone,2001,45.0
Madhya Pradesh,Khargone,2002,49.630001
Madhya Pradesh,Khargone,2003,35.836666
Madhya Pradesh,Khargone,2004,4.0
Madhya Pradesh,Khargone,2005,29.0
Madhya Pradesh,Khargone,2006,35.836666
Madhya Pradesh,Khargone,2007,10.0
Madhya Pradesh,Khargone,2008,57.0
Madhya Pradesh,Khargone,2009,87.0
Madhya Pradesh,Khargone,2010,31.0
Madhya Pradesh,Khargone,2011,81.0
Madhya Pradesh,Khargone,2012,142.0
Madhya Pradesh,Khargone,2013,36.0
Madhya Pradesh,Khargone,2014,100.0
Madhya Pradesh,Khargone,2015,45.0
Madhya Pradesh,Khargone,2016,33.0
Madhya Pradesh,Khargone,2017,6.0
Madhya Pradesh,Khargone,2018,4.0
Gujarat,Kheda,2000,41.275002
Gujarat,Kheda,2001,35.836666
Gujarat,Kheda,2002,20.285715
Gujarat,Kheda,2003,35.836666
Gujarat,Kheda,2004,33.75
Gujarat,Kheda,2005,40.285713
Gujarat,Kheda,2006,20.0
Gujarat,Kheda,2007,49.42857
Gujarat,Kheda,2008,34.111111
Gujarat,Kheda,2009,21.0
Gujarat,Kheda,2010,13.5
Gujarat,Kheda,2011,40.5
Gujarat,Kheda,2012,52.0
Gujarat,Kheda,2013,45.363636
Gujarat,Kheda,2014,24.09091
Gujarat,Kheda,2015,37.57143
Gujarat,Kheda,2016,32.25
Gujarat,Kheda,2017,32.642857
Gujarat,Kheda,2018,27.9
Uttar Pradesh,Kheri,2000,28.5
Uttar Pradesh,Kheri,2001,28.0
Uttar Pradesh,Kheri,2002,35.836666
Uttar Pradesh,Kheri,2003,35.836666
Uttar Pradesh,Kheri,2004,2.3275001
Uttar Pradesh,Kheri,2005,35.836666
Uttar Pradesh,Kheri,2006,35.836666
Uttar Pradesh,Kheri,2007,35.836666
Uttar Pradesh,Kheri,2008,35.836666
Uttar Pradesh,Kheri,2009,35.836666
Uttar Pradesh,Kheri,2010,35.836666
Uttar Pradesh,Kheri,2011,35.836666
Uttar Pradesh,Kheri,2012,35.836666
Uttar Pradesh,Kheri,2013,35.836666
Uttar Pradesh,Kheri,2014,35.836666
Uttar Pradesh,Kheri,2015,35.836666
Uttar Pradesh,Kheri,2016,0.029999999
Uttar Pradesh,Kheri,2017,35.836666
Uttar Pradesh,Kheri,2018,35.836666
Odisha,Khordha,2000,26.278948
Odisha,Khordha,2001,35.836666
Odisha,Khordha,2002,21.669413
Odisha,Khordha,2003,29.5875
Odisha,Khordha,2004,24.85
Odisha,Khordha,2005,35.836666
Odisha,Khordha,2006,35.836666
Odisha,Khordha,2007,35.836666
Odisha,Khordha,2008,35.836666
Odisha,Khordha,2009,35.836666
Odisha,Khordha,2010,35.836666
Odisha,Khordha,2011,35.836666
Odisha,Khordha,2012,35.836666
Odisha,Khordha,2013,35.836666
Odisha,Khordha,2014,35.836666
Odisha,Khordha,2015,35.836666
Odisha,Khordha,2016,35.836666
Odisha,Khordha,2017,35.836666
Odisha,Khordha,2018,0.0
Jharkhand,Khunti,2000,35.836666
Jharkhand,Khunti,2001,35.836666
Jharkhand,Khunti,2002,35.836666
Jharkhand,Khunti,2003,35.836666
Jharkhand,Khunti,2004,35.836666
Jharkhand,Khunti,2005,8.8666668
Jharkhand,Khunti,2006,41.0
Jharkhand,Khunti,2007,35.836666
Jharkhand,Khunti,2008,35.836666
Jharkhand,Khunti,2009,35.836666
Jharkhand,Khunti,2010,35.836666
Jharkhand,Khunti,2011,35.836666
Jharkhand,Khunti,2012,0.66666669
Jharkhand,Khunti,2013,5.1999998
Jharkhand,Khunti,2014,35.836666
Jharkhand,Khunti,2015,35.836666
Jharkhand,Khunti,2016,35.836666
Jharkhand,Khunti,2017,35.836666
Jharkhand,Khunti,2018,35.836666
Bihar,Kishanganj,2000,35.836666
Bihar,Kishanganj,2001,35.836666
Bihar,Kishanganj,2002,35.836666
Bihar,Kishanganj,2003,35.836666
Bihar,Kishanganj,2004,35.836666
Bihar,Kishanganj,2005,10.0
Bihar,Kishanganj,2006,35.836666
Bihar,Kishanganj,2007,35.836666
Bihar,Kishanganj,2008,35.836666
Bihar,Kishanganj,2009,35.836666
Bihar,Kishanganj,2010,35.836666
Bihar,Kishanganj,2011,35.836666
Bihar,Kishanganj,2012,35.836666
Bihar,Kishanganj,2013,32.799999
Bihar,Kishanganj,2014,35.836666
Bihar,Kishanganj,2015,35.836666
Bihar,Kishanganj,2016,17.632858
Bihar,Kishanganj,2017,41.0
Bihar,Kishanganj,2018,0.0
Karnataka,Kodagu,2000,35.836666
Karnataka,Kodagu,2001,12.346666
Karnataka,Kodagu,2002,10.113529
Karnataka,Kodagu,2003,23.847368
Karnataka,Kodagu,2004,23.469999
Karnataka,Kodagu,2005,35.836666
Karnataka,Kodagu,2006,12.3
Karnataka,Kodagu,2007,26.868181
Karnataka,Kodagu,2008,35.836666
Karnataka,Kodagu,2009,27.705
Karnataka,Kodagu,2010,24.7544
Karnataka,Kodagu,2011,35.836666
Karnataka,Kodagu,2012,27.652174
Karnataka,Kodagu,2013,21.202942
Karnataka,Kodagu,2014,28.081633
Karnataka,Kodagu,2015,35.836666
Karnataka,Kodagu,2016,12.067091
Karnataka,Kodagu,2017,14.961538
Karnataka,Kodagu,2018,25.661396
Jharkhand,Koderma,2000,35.836666
Jharkhand,Koderma,2001,35.836666
Jharkhand,Koderma,2002,35.836666
Jharkhand,Koderma,2003,35.836666
Jharkhand,Koderma,2004,35.836666
Jharkhand,Koderma,2005,35.836666
Jharkhand,Koderma,2006,35.836666
Jharkhand,Koderma,2007,35.836666
Jharkhand,Koderma,2008,35.836666
Jharkhand,Koderma,2009,35.836666
Jharkhand,Koderma,2010,35.836666
Jharkhand,Koderma,2011,35.836666
Jharkhand,Koderma,2012,12.0
Jharkhand,Koderma,2013,12.666667
Jharkhand,Koderma,2014,35.836666
Jharkhand,Koderma,2015,35.836666
Jharkhand,Koderma,2016,35.836666
Jharkhand,Koderma,2017,35.836666
Jharkhand,Koderma,2018,35.836666
Nagaland,Kohima,2000,35.836666
Nagaland,Kohima,2001,35.836666
Nagaland,Kohima,2002,35.836666
Nagaland,Kohima,2003,35.836666
Nagaland,Kohima,2004,35.836666
Nagaland,Kohima,2005,35.836666
Nagaland,Kohima,2006,35.836666
Nagaland,Kohima,2007,35.836666
Nagaland,Kohima,2008,35.836666
Nagaland,Kohima,2009,35.836666
Nagaland,Kohima,2010,35.836666
Nagaland,Kohima,2011,35.836666
Nagaland,Kohima,2012,35.836666
Nagaland,Kohima,2013,35.836666
Nagaland,Kohima,2014,35.836666
Nagaland,Kohima,2015,35.836666
Nagaland,Kohima,2016,35.836666
Nagaland,Kohima,2017,35.836666
Nagaland,Kohima,2018,35.836666
Assam,Kokrajhar,2000,35.836666
Assam,Kokrajhar,2001,35.836666
Assam,Kokrajhar,2002,35.836666
Assam,Kokrajhar,2003,35.836666
Assam,Kokrajhar,2004,35.836666
Assam,Kokrajhar,2005,35.836666
Assam,Kokrajhar,2006,35.836666
Assam,Kokrajhar,2007,35.836666
Assam,Kokrajhar,2008,35.836666
Assam,Kokrajhar,2009,35.836666
Assam,Kokrajhar,2010,35.836666
Assam,Kokrajhar,2011,35.836666
Assam,Kokrajhar,2012,35.836666
Assam,Kokrajhar,2013,35.836666
Assam,Kokrajhar,2014,6.3000002
Assam,Kokrajhar,2015,35.836666
Assam,Kokrajhar,2016,1.0
Assam,Kokrajhar,2017,35.836666
Assam,Kokrajhar,2018,35.836666
Karnataka,Kolar,2000,35.836666
Karnataka,Kolar,2001,41.714287
Karnataka,Kolar,2002,62.984615
Karnataka,Kolar,2003,34.212502
Karnataka,Kolar,2004,19.777779
Karnataka,Kolar,2005,35.836666
Karnataka,Kolar,2006,51.0
Karnataka,Kolar,2007,35.09
Karnataka,Kolar,2008,35.836666
Karnataka,Kolar,2009,5.7833333
Karnataka,Kolar,2010,20.261538
Karnataka,Kolar,2011,35.836666
Karnataka,Kolar,2012,25.5
Karnataka,Kolar,2013,28.289566
Karnataka,Kolar,2014,46.642857
Karnataka,Kolar,2015,35.836666
Karnataka,Kolar,2016,67.764351
Karnataka,Kolar,2017,56.590908
Karnataka,Kolar,2018,40.388
Maharashtra,Kolhapur,2000,31.220833
Maharashtra,Kolhapur,2001,16.896551
Maharashtra,Kolhapur,2002,13.475
Maharashtra,Kolhapur,2003,35.836666
Maharashtra,Kolhapur,2004,24.423031
Maharashtra,Kolhapur,2005,24.049999
Maharashtra,Kolhapur,2006,42.080002
Maharashtra,Kolhapur,2007,19.15926
Maharashtra,Kolhapur,2008,15.242105
Maharashtra,Kolhapur,2009,15.625
Maharashtra,Kolhapur,2010,17.419355
Maharashtra,Kolhapur,2011,20.475863
Maharashtra,Kolhapur,2012,17.003571
Maharashtra,Kolhapur,2013,11.742857
Maharashtra,Kolhapur,2014,16.115152
Maharashtra,Kolhapur,2015,15.705882
Maharashtra,Kolhapur,2016,14.544286
Maharashtra,Kolhapur,2017,16.611111
Maharashtra,Kolhapur,2018,19.200001
West Bengal,Kolkata,2000,3.1700001
West Bengal,Kolkata,2001,13.0
West Bengal,Kolkata,2002,3.1400001
West Bengal,Kolkata,2003,35.836666
West Bengal,Kolkata,2004,0.55000001
West Bengal,Kolkata,2005,35.836666
West Bengal,Kolkata,2006,35.836666
West Bengal,Kolkata,2007,35.836666
West Bengal,Kolkata,2008,35.836666
West Bengal,Kolkata,2009,35.836666
West Bengal,Kolkata,2010,35.836666
West Bengal,Kolkata,2011,35.836666
West Bengal,Kolkata,2012,0.40000001
West Bengal,Kolkata,2013,0.49000001
West Bengal,Kolkata,2014,35.836666
West Bengal,Kolkata,2015,35.836666
West Bengal,Kolkata,2016,19.277779
West Bengal,Kolkata,2017,2.4615386
West Bengal,Kolkata,2018,15.585714
Kerala,Kollam,2000,23.354546
Kerala,Kollam,2001,7.6999998
Kerala,Kollam,2002,24.122223
Kerala,Kollam,2003,35.836666
Kerala,Kollam,2004,16.972727
Kerala,Kollam,2005,35.836666
Kerala,Kollam,2006,35.836666
Kerala,Kollam,2007,16.357576
Kerala,Kollam,2008,9.8420591
Kerala,Kollam,2009,16.65921
Kerala,Kollam,2010,15.795582
Kerala,Kollam,2011,11.131905
Kerala,Kollam,2012,12.175527
Kerala,Kollam,2013,14.973913
Kerala,Kollam,2014,19.752632
Kerala,Kollam,2015,18.266399
Kerala,Kollam,2016,13.353571
Kerala,Kollam,2017,14.180769
Kerala,Kollam,2018,13.372857
Karnataka,Koppal,2000,225.0
Karnataka,Koppal,2001,239.0
Karnataka,Koppal,2002,35.836666
Karnataka,Koppal,2003,105.45834
Karnataka,Koppal,2004,98.666664
Karnataka,Koppal,2005,35.836666
Karnataka,Koppal,2006,65.421051
Karnataka,Koppal,2007,35.836666
Karnataka,Koppal,2008,35.836666
Karnataka,Koppal,2009,35.836666
Karnataka,Koppal,2010,123.36364
Karnataka,Koppal,2011,35.836666
Karnataka,Koppal,2012,66.46875
Karnataka,Koppal,2013,103.2625
Karnataka,Koppal,2014,37.758621
Karnataka,Koppal,2015,35.836666
Karnataka,Koppal,2016,60.66
Karnataka,Koppal,2017,97.558823
Karnataka,Koppal,2018,115.19334
Odisha,Koraput,2000,13.961621
Odisha,Koraput,2001,35.836666
Odisha,Koraput,2002,18.233999
Odisha,Koraput,2003,11.796296
Odisha,Koraput,2004,12.817242
Odisha,Koraput,2005,35.836666
Odisha,Koraput,2006,35.836666
Odisha,Koraput,2007,35.836666
Odisha,Koraput,2008,35.836666
Odisha,Koraput,2009,35.836666
Odisha,Koraput,2010,35.836666
Odisha,Koraput,2011,35.836666
Odisha,Koraput,2012,35.836666
Odisha,Koraput,2013,35.836666
Odisha,Koraput,2014,35.836666
Odisha,Koraput,2015,35.836666
Odisha,Koraput,2016,35.836666
Odisha,Koraput,2017,35.836666
Odisha,Koraput,2018,0.0
Chhattisgarh,Korba,2000,35.836666
Chhattisgarh,Korba,2001,35.836666
Chhattisgarh,Korba,2002,66.0
Chhattisgarh,Korba,2003,35.836666
Chhattisgarh,Korba,2004,28.928572
Chhattisgarh,Korba,2005,35.5
Chhattisgarh,Korba,2006,25.4
Chhattisgarh,Korba,2007,28.833334
Chhattisgarh,Korba,2008,21.666666
Chhattisgarh,Korba,2009,15.8
Chhattisgarh,Korba,2010,35.836666
Chhattisgarh,Korba,2011,35.836666
Chhattisgarh,Korba,2012,19.044445
Chhattisgarh,Korba,2013,15.557143
Chhattisgarh,Korba,2014,35.836666
Chhattisgarh,Korba,2015,35.836666
Chhattisgarh,Korba,2016,35.836666
Chhattisgarh,Korba,2017,35.836666
Chhattisgarh,Korba,2018,0.0
Chhattisgarh,Korea,2000,35.836666
Chhattisgarh,Korea,2001,35.836666
Chhattisgarh,Korea,2002,35.836666
Chhattisgarh,Korea,2003,35.836666
Chhattisgarh,Korea,2004,11.3825
Chhattisgarh,Korea,2005,11.9375
Chhattisgarh,Korea,2006,12.625
Chhattisgarh,Korea,2007,15.25
Chhattisgarh,Korea,2008,5.4210525
Chhattisgarh,Korea,2009,24.200001
Chhattisgarh,Korea,2010,35.836666
Chhattisgarh,Korea,2011,35.836666
Chhattisgarh,Korea,2012,14.176471
Chhattisgarh,Korea,2013,23.775
Chhattisgarh,Korea,2014,35.836666
Chhattisgarh,Korea,2015,35.836666
Chhattisgarh,Korea,2016,35.836666
Chhattisgarh,Korea,2017,35.836666
Chhattisgarh,Korea,2018,0.0
Rajasthan,Kota,2000,74.75
Rajasthan,Kota,2001,29.722221
Rajasthan,Kota,2002,32.18182
Rajasthan,Kota,2003,35.836666
Rajasthan,Kota,2004,35.075001
Rajasthan,Kota,2005,22.709999
Rajasthan,Kota,2006,46.916668
Rajasthan,Kota,2007,103.11111
Rajasthan,Kota,2008,22.633333
Rajasthan,Kota,2009,31.375
Rajasthan,Kota,2010,10.875
Rajasthan,Kota,2011,40.099998
Rajasthan,Kota,2012,33.537998
Rajasthan,Kota,2013,32.599998
Rajasthan,Kota,2014,30.053846
Rajasthan,Kota,2015,23.260714
Rajasthan,Kota,2016,29.148666
Rajasthan,Kota,2017,19.801428
Rajasthan,Kota,2018,38.977779
Kerala,Kottayam,2000,12.6
Kerala,Kottayam,2001,12.307693
Kerala,Kottayam,2002,16.657143
Kerala,Kottayam,2003,35.836666
Kerala,Kottayam,2004,12.11913
Kerala,Kottayam,2005,9.652195
Kerala,Kottayam,2006,35.836666
Kerala,Kottayam,2007,10.015385
Kerala,Kottayam,2008,11.232413
Kerala,Kottayam,2009,10.790556
Kerala,Kottayam,2010,12.139334
Kerala,Kottayam,2011,8.1018181
Kerala,Kottayam,2012,7.9157405
Kerala,Kottayam,2013,8.8222218
Kerala,Kottayam,2014,7.3046155
Kerala,Kottayam,2015,10.339616
Kerala,Kottayam,2016,8.7011538
Kerala,Kottayam,2017,12.832258
Kerala,Kottayam,2018,11.8128
Kerala,Kozhikode,2000,13.525
Kerala,Kozhikode,2001,18.884615
Kerala,Kozhikode,2002,8.7714281
Kerala,Kozhikode,2003,35.836666
Kerala,Kozhikode,2004,17.305925
Kerala,Kozhikode,2005,35.836666
Kerala,Kozhikode,2006,35.836666
Kerala,Kozhikode,2007,10.288065
Kerala,Kozhikode,2008,10.177692
Kerala,Kozhikode,2009,10.914687
Kerala,Kozhikode,2010,9.356842
Kerala,Kozhikode,2011,7.25
Kerala,Kozhikode,2012,7.0497727
Kerala,Kozhikode,2013,9.9311628
Kerala,Kozhikode,2014,19.847618
Kerala,Kozhikode,2015,17.121304
Kerala,Kozhikode,2016,17.627392
Kerala,Kozhikode,2017,22.314816
Kerala,Kozhikode,2018,24.676666
Andhra Pradesh,Krishna,2000,56.809525
Andhra Pradesh,Krishna,2001,35.836666
Andhra Pradesh,Krishna,2002,71.855553
Andhra Pradesh,Krishna,2003,35.836666
Andhra Pradesh,Krishna,2004,40.174999
Andhra Pradesh,Krishna,2005,37.578949
Andhra Pradesh,Krishna,2006,87.472
Andhra Pradesh,Krishna,2007,59.517391
Andhra Pradesh,Krishna,2008,66.531425
Andhra Pradesh,Krishna,2009,41.281818
Andhra Pradesh,Krishna,2010,62.040001
Andhra Pradesh,Krishna,2011,72.833336
Andhra Pradesh,Krishna,2012,46.041668
Andhra Pradesh,Krishna,2013,37.68182
Andhra Pradesh,Krishna,2014,51.440983
Andhra Pradesh,Krishna,2015,39.424488
Andhra Pradesh,Krishna,2016,47.276924
Andhra Pradesh,Krishna,2017,41.636364
Andhra Pradesh,Krishna,2018,38.403389
Tamilnadu,Krishnagiri,2000,36.066666
Tamilnadu,Krishnagiri,2001,26.538462
Tamilnadu,Krishnagiri,2002,51.114285
Tamilnadu,Krishnagiri,2003,35.836666
Tamilnadu,Krishnagiri,2004,122.28571
Tamilnadu,Krishnagiri,2005,7.02
Tamilnadu,Krishnagiri,2006,100.8
TamilNadu,Krishnagiri,2007,46.0
Tamilnadu,Krishnagiri,2008,35.836666
Tamilnadu,Krishnagiri,2009,44.200001
TamilNadu,Krishnagiri,2010,66.0
Tamilnadu,Krishnagiri,2011,66.25
Tamilnadu,Krishnagiri,2012,74.75
Tamilnadu,Krishnagiri,2013,35.836666
Tamilnadu,Krishnagiri,2014,35.836666
Tamilnadu,Krishnagiri,2015,101.625
Tamilnadu,Krishnagiri,2016,23.314547
Tamilnadu,Krishnagiri,2017,56.363636
Tamilnadu,Krishnagiri,2018,402.51477
Jammu And Kashmir,Kulgam,2000,35.836666
Jammu And Kashmir,Kulgam,2001,35.836666
Jammu And Kashmir,Kulgam,2002,35.836666
Jammu And Kashmir,Kulgam,2003,35.836666
Jammu And Kashmir,Kulgam,2004,35.836666
Jammu And Kashmir,Kulgam,2005,35.836666
Jammu And Kashmir,Kulgam,2006,35.836666
Jammu And Kashmir,Kulgam,2007,35.836666
Jammu And Kashmir,Kulgam,2008,35.836666
Jammu And Kashmir,Kulgam,2009,35.836666
Jammu And Kashmir,Kulgam,2010,35.836666
Jammu And Kashmir,Kulgam,2011,35.836666
Jammu And Kashmir,Kulgam,2012,0.0
Jammu And Kashmir,Kulgam,2013,35.836666
Jammu And Kashmir,Kulgam,2014,35.836666
Jammu And Kashmir,Kulgam,2015,35.836666
Jammu And Kashmir,Kulgam,2016,35.836666
Jammu And Kashmir,Kulgam,2017,35.836666
Jammu And Kashmir,Kulgam,2018,35.836666
Himachal Pradesh,Kullu,2000,35.836666
Himachal Pradesh,Kullu,2001,21.0
Himachal Pradesh,Kullu,2002,22.0
Himachal Pradesh,Kullu,2003,35.836666
Himachal Pradesh,Kullu,2004,35.836666
Himachal Pradesh,Kullu,2005,10.633333
Himachal Pradesh,Kullu,2006,18.633333
Himachal Pradesh,Kullu,2007,22.533333
Himachal Pradesh,Kullu,2008,42.5
Himachal Pradesh,Kullu,2009,18.296667
Himachal Pradesh,Kullu,2010,13.27
Himachal Pradesh,Kullu,2011,32.206665
Himachal Pradesh,Kullu,2012,90.333336
Himachal Pradesh,Kullu,2013,35.836666
Himachal Pradesh,Kullu,2014,35.836666
Himachal Pradesh,Kullu,2015,35.836666
Himachal Pradesh,Kullu,2016,35.836666
Himachal Pradesh,Kullu,2017,35.836666
Himachal Pradesh,Kullu,2018,29.290001
Telangana,Kumuram Bheem Asifabad,2000,73.0
Telangana,Kumuram Bheem Asifabad,2001,62.407501
Telangana,Kumuram Bheem Asifabad,2002,50.9925
Telangana,Kumuram Bheem Asifabad,2003,3.0
Telangana,Kumuram Bheem Asifabad,2004,50.333332
Telangana,Kumuram Bheem Asifabad,2005,11.0
Telangana,Kumuram Bheem Asifabad,2006,22.700001
Telangana,Kumuram Bheem Asifabad,2007,58.299999
