state,district,year,nitrate
Karnataka,Chikkamagaluru,2006,17.866667
Karnataka,Chikkamagaluru,2007,35.836666
Karnataka,Chikkamagaluru,2008,35.836666
Karnataka,Chikkamagaluru,2009,29.251724
Karnataka,Chikkamagaluru,2010,28.957693
Karnataka,Chikkamagaluru,2011,37.945946
Karnataka,Chikkamagaluru,2012,40.109375
Karnataka,Chikkamagaluru,2013,23.700001
Karnataka,Chikkamagaluru,2014,21.475471
Karnataka,Chikkamagaluru,2015,35.836666
Karnataka,Chikkamagaluru,2016,28.481817
Karnataka,Chikkamagaluru,2017,25.831326
Karnataka,Chikkamagaluru,2018,40.950001
Assam,Chirang,2000,35.836666
Assam,Chirang,2001,35.836666
Assam,Chirang,2002,35.836666
Assam,Chirang,2003,35.836666
Assam,Chirang,2004,35.836666
Assam,Chirang,2005,35.836666
Assam,Chirang,2006,35.836666
Assam,Chirang,2007,35.836666
Assam,Chirang,2008,35.836666
Assam,Chirang,2009,35.836666
Assam,Chirang,2010,35.836666
Assam,Chirang,2011,35.836666
Assam,Chirang,2012,35.836666
Assam,Chirang,2013,35.836666
Assam,Chirang,2014,35.836666
Assam,Chirang,2015,10.4
Assam,Chirang,2016,2.3499999
Assam,Chirang,2017,35.836666
Assam,Chirang,2018,35.836666
Karnataka,Chitradurga,2000,35.836666
Karnataka,Chitradurga,2001,133.23334
Karnataka,Chitradurga,2002,100.35172
Karnataka,Chitradurga,2003,79.599998
Karnataka,Chitradurga,2004,126.58334
Karnataka,Chitradurga,2005,40.1875
Karnataka,Chitradurga,2006,54.049999
Karnataka,Chitradurga,2007,35.836666
Karnataka,Chitradurga,2008,35.836666
Karnataka,Chitradurga,2009,35.836666
Karnataka,Chitradurga,2010,66.900002
Karnataka,Chitradurga,2011,35.836666
Karnataka,Chitradurga,2012,63.272728
Karnataka,Chitradurga,2013,71.569641
Karnataka,Chitradurga,2014,53.95652
Karnataka,Chitradurga,2015,35.836666
Karnataka,Chitradurga,2016,67.015656
Karnataka,Chitradurga,2017,43.086956
Karnataka,Chitradurga,2018,86.361
Uttar Pradesh,Chitrakoot,2000,74.0
Uttar Pradesh,Chitrakoot,2001,35.836666
Uttar Pradesh,Chitrakoot,2002,89.333336
Uttar Pradesh,Chitrakoot,2003,35.836666
Uttar Pradesh,Chitrakoot,2004,31.333334
Uttar Pradesh,Chitrakoot,2005,35.836666
Uttar Pradesh,Chitrakoot,2006,35.836666
Uttar Pradesh,Chitrakoot,2007,35.836666
Uttar Pradesh,Chitrakoot,2008,35.836666
Uttar Pradesh,Chitrakoot,2009,35.836666
Uttar Pradesh,Chitrakoot,2010,35.836666
Uttar Pradesh,Chitrakoot,2011,35.836666
Uttar Pradesh,Chitrakoot,2012,35.836666
Uttar Pradesh,Chitrakoot,2013,35.836666
Uttar Pradesh,Chitrakoot,2014,35.836666
Uttar Pradesh,Chitrakoot,2015,35.836666
Uttar Pradesh,Chitrakoot,2016,81.800003
Uttar Pradesh,Chitrakoot,2017,35.836666
Uttar Pradesh,Chitrakoot,2018,51.25
Rajasthan,Chittaurgarh,2000,66.0
Rajasthan,Chittaurgarh,2001,31.0
Rajasthan,Chittaurgarh,2002,35.836666
Rajasthan,Chittaurgarh,2003,35.836666
Rajasthan,Chittaurgarh,2004,171.0
Rajasthan,Chittaurgarh,2005,35.836666
Rajasthan,Chittaurgarh,2006,110.0
Rajasthan,Chittaurgarh,2007,35.836666
Rajasthan,Chittaurgarh,2008,31.5
Rajasthan,Chittaurgarh,2009,31.0
Rajasthan,Chittaurgarh,2010,150.0
Rajasthan,Chittaurgarh,2011,71.333336
Rajasthan,Chittaurgarh,2012,5.8000002
Rajasthan,Chittaurgarh,2013,138.0
Rajasthan,Chittaurgarh,2014,130.0
Rajasthan,Chittaurgarh,2015,35.836666
Rajasthan,Chittaurgarh,2016,47.5
Rajasthan,Chittaurgarh,2017,187.0
Rajasthan,Chittaurgarh,2018,41.0
Andhra Pradesh,Chittoor,2000,68.19091
Andhra Pradesh,Chittoor,2001,35.836666
Andhra Pradesh,Chittoor,2002,85.18763
Andhra Pradesh,Chittoor,2003,35.836666
Andhra Pradesh,Chittoor,2004,85.844444
Andhra Pradesh,Chittoor,2005,56.227272
Andhra Pradesh,Chittoor,2006,97.235291
Andhra Pradesh,Chittoor,2007,89.002777
Andhra Pradesh,Chittoor,2008,73.577774
Andhra Pradesh,Chittoor,2009,62.20414
Andhra Pradesh,Chittoor,2010,76.53611
Andhra Pradesh,Chittoor,2011,64.347824
Andhra Pradesh,Chittoor,2012,50.060608
Andhra Pradesh,Chittoor,2013,39.64875
Andhra Pradesh,Chittoor,2014,30.0
Andhra Pradesh,Chittoor,2015,24.4
Andhra Pradesh,Chittoor,2016,81.354164
Andhra Pradesh,Chittoor,2017,31.433332
Andhra Pradesh,Chittoor,2018,25.299999
Rajasthan,Chittorgarh,2000,149.14999
Rajasthan,Chittorgarh,2001,58.753334
Rajasthan,Chittorgarh,2002,65.916664
Rajasthan,Chittorgarh,2003,41.0
Rajasthan,Chittorgarh,2004,47.125
Rajasthan,Chittorgarh,2005,26.450001
Rajasthan,Chittorgarh,2006,138.78636
Rajasthan,Chittorgarh,2007,48.478748
Rajasthan,Chittorgarh,2008,186.09
Rajasthan,Chittorgarh,2009,62.82143
Rajasthan,Chittorgarh,2010,16.732
Rajasthan,Chittorgarh,2011,75.5
Rajasthan,Chittorgarh,2012,82.616096
Rajasthan,Chittorgarh,2013,248.89999
Rajasthan,Chittorgarh,2014,86.92308
Rajasthan,Chittorgarh,2015,129.16429
Rajasthan,Chittorgarh,2016,35.410835
Rajasthan,Chittorgarh,2017,63.0
Rajasthan,Chittorgarh,2018,27.844299
Rajasthan,Churu,2000,252.33749
Rajasthan,Churu,2001,346.1579
Rajasthan,Churu,2002,205.75
Rajasthan,Churu,2003,35.836666
Rajasthan,Churu,2004,204.22223
Rajasthan,Churu,2005,200.55556
Rajasthan,Churu,2006,279.90909
Rajasthan,Churu,2007,267.16251
Rajasthan,Churu,2008,155.05882
Rajasthan,Churu,2009,345.3125
Rajasthan,Churu,2010,320.0
Rajasthan,Churu,2011,106.81842
Rajasthan,Churu,2012,227.0
Rajasthan,Churu,2013,261.64706
Rajasthan,Churu,2014,322.66666
Rajasthan,Churu,2015,127.82941
Rajasthan,Churu,2016,186.14285
Rajasthan,Churu,2017,225.05304
Rajasthan,Churu,2018,151.786
Tamilnadu,Coimbatore,2000,35.212502
Tamilnadu,Coimbatore,2001,74.882355
Tamilnadu,Coimbatore,2002,120.69231
Tamilnadu,Coimbatore,2003,35.836666
Tamilnadu,Coimbatore,2004,139.5
Tamilnadu,Coimbatore,2005,108.25
Tamilnadu,Coimbatore,2006,150.23077
Tamilnadu,Coimbatore,2007,86.333336
Tamilnadu,Coimbatore,2008,35.836666
Tamilnadu,Coimbatore,2009,87.64286
Tamilnadu,Coimbatore,2010,65.214287
TamilNadu,Coimbatore,2011,40.81818
Tamilnadu,Coimbatore,2012,113.1
Tamilnadu,Coimbatore,2013,101.07692
Tamilnadu,Coimbatore,2014,69.209091
Tamilnadu,Coimbatore,2015,30.333334
Tamilnadu,Coimbatore,2016,71.692307
Tamilnadu,Coimbatore,2017,38.150002
Tamilnadu,Coimbatore,2018,90.17971
West Bengal,Coochbehar,2000,8.875
West Bengal,Coochbehar,2001,11.0875
West Bengal,Coochbehar,2002,0.15000001
West Bengal,Coochbehar,2003,35.836666
West Bengal,Coochbehar,2004,35.836666
West Bengal,Coochbehar,2005,35.836666
West Bengal,Coochbehar,2006,1.8674999
West Bengal,Coochbehar,2007,2.2
West Bengal,Coochbehar,2008,1.9433334
West Bengal,Coochbehar,2009,4.1168423
West Bengal,Coochbehar,2010,35.836666
West Bengal,Coochbehar,2011,35.836666
West Bengal,Coochbehar,2012,35.836666
West Bengal,Coochbehar,2013,9.2764702
West Bengal,Coochbehar,2014,35.836666
West Bengal,Coochbehar,2015,35.836666
West Bengal,Coochbehar,2016,11.6
West Bengal,Coochbehar,2017,17.9464
West Bengal,Coochbehar,2018,22.136843
Tamilnadu,Cuddalore,2000,18.5375
Tamilnadu,Cuddalore,2001,16.536667
Tamilnadu,Cuddalore,2002,30.444445
Tamilnadu,Cuddalore,2003,35.836666
Tamilnadu,Cuddalore,2004,11.1
Tamilnadu,Cuddalore,2005,46.049999
Tamilnadu,Cuddalore,2006,55.363636
Tamilnadu,Cuddalore,2007,23.416666
Tamilnadu,Cuddalore,2008,35.836666
Tamilnadu,Cuddalore,2009,9.363636
Tamilnadu,Cuddalore,2010,17.636364
Tamilnadu,Cuddalore,2011,52.777779
Tamilnadu,Cuddalore,2012,48.875
TamilNadu,Cuddalore,2013,68.833336
Tamilnadu,Cuddalore,2014,30.911112
Tamilnadu,Cuddalore,2015,33.222221
Tamilnadu,Cuddalore,2016,21.608696
Tamilnadu,Cuddalore,2017,17.427999
Tamilnadu,Cuddalore,2018,42.453808
Odisha,Cuttack,2000,21.875999
Odisha,Cuttack,2001,35.836666
Odisha,Cuttack,2002,32.517857
Odisha,Cuttack,2003,10.873684
Odisha,Cuttack,2004,28.255882
Odisha,Cuttack,2005,35.836666
Odisha,Cuttack,2006,35.836666
Odisha,Cuttack,2007,35.836666
Odisha,Cuttack,2008,35.836666
Odisha,Cuttack,2009,35.836666
Odisha,Cuttack,2010,35.836666
Odisha,Cuttack,2011,35.836666
Odisha,Cuttack,2012,35.836666
Odisha,Cuttack,2013,35.836666
Odisha,Cuttack,2014,35.836666
Odisha,Cuttack,2015,35.836666
Odisha,Cuttack,2016,35.836666
Odisha,Cuttack,2017,35.836666
Odisha,Cuttack,2018,0.0
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2000,5.125
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2001,6.0333333
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2002,5.0
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2003,35.836666
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2004,8.6750002
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2005,8.5714283
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2006,4.7199998
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2007,5.5875001
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2008,14.875
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2009,7.5714288
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2010,9.0166664
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2011,13.666667
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2012,0.16
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2013,8.0
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2014,4.3611112
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2015,7.0
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2016,12.208333
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2017,5.6666665
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2018,5.0423079
Karnataka,Dakshina Kannada,2000,35.836666
Karnataka,Dakshina Kannada,2001,11.3375
Karnataka,Dakshina Kannada,2002,8.4905262
Karnataka,Dakshina Kannada,2003,7.4296298
Karnataka,Dakshina Kannada,2004,6.0074072
Karnataka,Dakshina Kannada,2005,35.836666
Karnataka,Dakshina Kannada,2006,8.0
Karnataka,Dakshina Kannada,2007,7.3600001
Karnataka,Dakshina Kannada,2008,35.836666
Karnataka,Dakshina Kannada,2009,8.2454548
Karnataka,Dakshina Kannada,2010,15.04
Karnataka,Dakshina Kannada,2011,35.836666
Karnataka,Dakshina Kannada,2012,7.2173915
Karnataka,Dakshina Kannada,2013,4.2851853
Karnataka,Dakshina Kannada,2014,2.943718
Karnataka,Dakshina Kannada,2015,35.836666
Karnataka,Dakshina Kannada,2016,3.2438095
Karnataka,Dakshina Kannada,2017,5.8510637
Karnataka,Dakshina Kannada,2018,10.802857
The Dadra And Nagar Haveli And Daman And Diu,Daman,2000,10.2
The Dadra And Nagar Haveli And Daman And Diu,Daman,2001,35.836666
The Dadra And Nagar Haveli And Daman And Diu,Daman,2002,2.0
The Dadra And Nagar Haveli And Daman And Diu,Daman,2003,35.836666
The Dadra And Nagar Haveli And Daman And Diu,Daman,2004,8.0
The Dadra And Nagar Haveli And Daman And Diu,Daman,2005,4.5
The Dadra And Nagar Haveli And Daman And Diu,Daman,2006,35.836666
The Dadra And Nagar Haveli And Daman And Diu,Daman,2007,8.5
The Dadra And Nagar Haveli And Daman And Diu,Daman,2008,4.8333335
The Dadra And Nagar Haveli And Daman And Diu,Daman,2009,8.0
The Dadra And Nagar Haveli And Daman And Diu,Daman,2010,6.0
The Dadra And Nagar Haveli And Daman And Diu,Daman,2011,5.4285712
The Dadra And Nagar Haveli And Daman And Diu,Daman,2012,16.166666
The Dadra And Nagar Haveli And Daman And Diu,Daman,2013,6.0
The Dadra And Nagar Haveli And Daman And Diu,Daman,2014,15.166667
The Dadra And Nagar Haveli And Daman And Diu,Daman,2015,5.1999998
The Dadra And Nagar Haveli And Daman And Diu,Daman,2016,10.142858
The Dadra And Nagar Haveli And Daman And Diu,Daman,2017,17.799999
The Dadra And Nagar Haveli And Daman And Diu,Daman,2018,10.0
Madhya Pradesh,Damoh,2000,56.53846
Madhya Pradesh,Damoh,2001,41.154285
Madhya Pradesh,Damoh,2002,42.916668
Madhya Pradesh,Damoh,2003,35.836666
Madhya Pradesh,Damoh,2004,49.466667
Madhya Pradesh,Damoh,2005,53.400002
Madhya Pradesh,Damoh,2006,35.836666
Madhya Pradesh,Damoh,2007,33.904762
Madhya Pradesh,Damoh,2008,4.0
Madhya Pradesh,Damoh,2009,28.866667
Madhya Pradesh,Damoh,2010,54.799999
Madhya Pradesh,Damoh,2011,26.666666
Madhya Pradesh,Damoh,2012,41.733334
Madhya Pradesh,Damoh,2013,36.714287
Madhya Pradesh,Damoh,2014,38.3125
Madhya Pradesh,Damoh,2015,39.07143
Madhya Pradesh,Damoh,2016,32.105263
Madhya Pradesh,Damoh,2017,27.473684
Madhya Pradesh,Damoh,2018,39.526318
Chhattisgarh,Dantewada,2000,35.836666
Chhattisgarh,Dantewada,2001,35.836666
Chhattisgarh,Dantewada,2002,35.836666
Chhattisgarh,Dantewada,2003,35.836666
Chhattisgarh,Dantewada,2004,18.818182
Chhattisgarh,Dantewada,2005,15.75
Chhattisgarh,Dantewada,2006,35.836666
Chhattisgarh,Dantewada,2007,8.8000002
Chhattisgarh,Dantewada,2008,5.4000001
Chhattisgarh,Dantewada,2009,17.933332
Chhattisgarh,Dantewada,2010,35.836666
Chhattisgarh,Dantewada,2011,35.836666
Chhattisgarh,Dantewada,2012,35.836666
Chhattisgarh,Dantewada,2013,35.836666
Chhattisgarh,Dantewada,2014,35.836666
Chhattisgarh,Dantewada,2015,35.836666
Chhattisgarh,Dantewada,2016,35.836666
Chhattisgarh,Dantewada,2017,35.836666
Chhattisgarh,Dantewada,2018,35.836666
Bihar,Darbhanga,2000,35.836666
Bihar,Darbhanga,2001,35.836666
Bihar,Darbhanga,2002,35.836666
Bihar,Darbhanga,2003,35.836666
Bihar,Darbhanga,2004,35.836666
Bihar,Darbhanga,2005,35.836666
Bihar,Darbhanga,2006,35.836666
Bihar,Darbhanga,2007,40.0
Bihar,Darbhanga,2008,35.836666
Bihar,Darbhanga,2009,35.836666
Bihar,Darbhanga,2010,35.836666
Bihar,Darbhanga,2011,35.836666
Bihar,Darbhanga,2012,35.836666
Bihar,Darbhanga,2013,3.9625001
Bihar,Darbhanga,2014,35.836666
Bihar,Darbhanga,2015,35.836666
Bihar,Darbhanga,2016,13.165
Bihar,Darbhanga,2017,35.836666
Bihar,Darbhanga,2018,35.836666
West Bengal,Darjeeling,2000,5.6333332
West Bengal,Darjeeling,2001,9.0
West Bengal,Darjeeling,2002,11.05
West Bengal,Darjeeling,2003,35.836666
West Bengal,Darjeeling,2004,3.7272727
West Bengal,Darjeeling,2005,2.7
West Bengal,Darjeeling,2006,20.0
West Bengal,Darjeeling,2007,15.18
West Bengal,Darjeeling,2008,22.221111
West Bengal,Darjeeling,2009,2.6231251
West Bengal,Darjeeling,2010,35.836666
West Bengal,Darjeeling,2011,35.836666
West Bengal,Darjeeling,2012,3.5
West Bengal,Darjeeling,2013,24.624001
West Bengal,Darjeeling,2014,35.836666
West Bengal,Darjeeling,2015,35.836666
West Bengal,Darjeeling,2016,2.75
West Bengal,Darjeeling,2017,18.5165
West Bengal,Darjeeling,2018,7.0142856
Assam,Darrang,2000,35.836666
Assam,Darrang,2001,35.836666
Assam,Darrang,2002,35.836666
Assam,Darrang,2003,35.836666
Assam,Darrang,2004,35.836666
Assam,Darrang,2005,35.836666
Assam,Darrang,2006,35.836666
Assam,Darrang,2007,35.836666
Assam,Darrang,2008,35.836666
Assam,Darrang,2009,35.836666
Assam,Darrang,2010,35.836666
Assam,Darrang,2011,35.836666
Assam,Darrang,2012,35.836666
Assam,Darrang,2013,35.836666
Assam,Darrang,2014,1.0
Assam,Darrang,2015,3.5
Assam,Darrang,2016,5.7384615
Assam,Darrang,2017,35.836666
Assam,Darrang,2018,5.7090998
Madhya Pradesh,Datia,2000,27.666666
Madhya Pradesh,Datia,2001,25.200001
Madhya Pradesh,Datia,2002,9.3999996
Madhya Pradesh,Datia,2003,35.836666
Madhya Pradesh,Datia,2004,33.285713
Madhya Pradesh,Datia,2005,33.5
Madhya Pradesh,Datia,2006,35.836666
Madhya Pradesh,Datia,2007,42.285713
Madhya Pradesh,Datia,2008,35.349998
Madhya Pradesh,Datia,2009,67.314285
Madhya Pradesh,Datia,2010,37.666668
Madhya Pradesh,Datia,2011,26.233334
Madhya Pradesh,Datia,2012,21.228571
Madhya Pradesh,Datia,2013,26.666666
Madhya Pradesh,Datia,2014,52.544445
Madhya Pradesh,Datia,2015,34.25
Madhya Pradesh,Datia,2016,42.0
Madhya Pradesh,Datia,2017,56.454544
Madhya Pradesh,Datia,2018,27.333334
Rajasthan,Dausa,2000,12.317143
Rajasthan,Dausa,2001,56.830769
Rajasthan,Dausa,2002,68.754997
Rajasthan,Dausa,2003,35.836666
Rajasthan,Dausa,2004,72.684212
Rajasthan,Dausa,2005,15.68
Rajasthan,Dausa,2006,65.422935
Rajasthan,Dausa,2007,24.006924
Rajasthan,Dausa,2008,66.0
Rajasthan,Dausa,2009,53.816357
Rajasthan,Dausa,2010,61.112499
Rajasthan,Dausa,2011,24.19375
Rajasthan,Dausa,2012,21.365534
Rajasthan,Dausa,2013,20.5
Rajasthan,Dausa,2014,91.389999
Rajasthan,Dausa,2015,34.299999
Rajasthan,Dausa,2016,47.333332
Rajasthan,Dausa,2017,14.4275
Rajasthan,Dausa,2018,42.785713
Karnataka,Davangere,2000,35.836666
Karnataka,Davangere,2001,58.444443
Karnataka,Davangere,2002,72.775002
Karnataka,Davangere,2003,75.35714
Karnataka,Davangere,2004,41.095238
Karnataka,Davangere,2005,35.836666
Karnataka,Davangere,2006,94.454544
Karnataka,Davangere,2007,35.836666
Karnataka,Davangere,2008,35.836666
Karnataka,Davangere,2009,62.384617
Karnataka,Davangere,2010,66.533333
Karnataka,Davangere,2011,5.0
Karnataka,Davangere,2012,43.533333
Karnataka,Davangere,2013,42.82143
Karnataka,Davangere,2014,6.0671854
Karnataka,Davangere,2015,35.836666
Karnataka,Davangere,2016,22.163103
Karnataka,Davangere,2017,33.476189
Karnataka,Davangere,2018,44.340908
Uttarakhand,Dehradun,2000,6.5357141
Uttarakhand,Dehradun,2001,9.375
Uttarakhand,Dehradun,2002,41.0
Uttarakhand,Dehradun,2003,41.5
Uttarakhand,Dehradun,2004,15.5625
Uttarakhand,Dehradun,2005,14.03
Uttarakhand,Dehradun,2006,10.93125
Uttarakhand,Dehradun,2007,23.0
Uttarakhand,Dehradun,2008,11.431429
Uttarakhand,Dehradun,2009,24.933332
Uttarakhand,Dehradun,2010,8.9114285
Uttarakhand,Dehradun,2011,10.857693
Uttarakhand,Dehradun,2012,10.326667
Uttarakhand,Dehradun,2013,7.2583332
Uttarakhand,Dehradun,2014,7.5233331
Uttarakhand,Dehradun,2015,11.425
Uttarakhand,Dehradun,2016,13.130769
Uttarakhand,Dehradun,2017,35.836666
Uttarakhand,Dehradun,2018,11.0
Odisha,Deogarh,2000,8.8416662
Odisha,Deogarh,2001,35.836666
Odisha,Deogarh,2002,18.469999
Odisha,Deogarh,2003,2.2333333
Odisha,Deogarh,2004,13.716666
Odisha,Deogarh,2005,35.836666
Odisha,Deogarh,2006,35.836666
Odisha,Deogarh,2007,35.836666
Odisha,Deogarh,2008,35.836666
Odisha,Deogarh,2009,35.836666
Odisha,Deogarh,2010,35.836666
Odisha,Deogarh,2011,35.836666
Odisha,Deogarh,2012,35.836666
Odisha,Deogarh,2013,35.836666
Odisha,Deogarh,2014,35.836666
Odisha,Deogarh,2015,35.836666
Odisha,Deogarh,2016,35.836666
Odisha,Deogarh,2017,35.836666
Odisha,Deogarh,2018,0.0
Jharkhand,Deoghar,2000,35.836666
Jharkhand,Deoghar,2001,35.836666
Jharkhand,Deoghar,2002,35.836666
Jharkhand,Deoghar,2003,35.836666
Jharkhand,Deoghar,2004,35.836666
Jharkhand,Deoghar,2005,35.836666
Jharkhand,Deoghar,2006,35.836666
Jharkhand,Deoghar,2007,35.836666
Jharkhand,Deoghar,2008,35.836666
Jharkhand,Deoghar,2009,35.836666
Jharkhand,Deoghar,2010,35.836666
Jharkhand,Deoghar,2011,35.836666
Jharkhand,Deoghar,2012,38.599998
Jharkhand,Deoghar,2013,43.857143
Jharkhand,Deoghar,2014,35.836666
Jharkhand,Deoghar,2015,35.836666
Jharkhand,Deoghar,2016,35.836666
Jharkhand,Deoghar,2017,35.836666
Jharkhand,Deoghar,2018,35.836666
Uttar Pradesh,Deoria,2000,30.6
Uttar Pradesh,Deoria,2001,36.166668
Uttar Pradesh,Deoria,2002,34.125
Uttar Pradesh,Deoria,2003,35.836666
Uttar Pradesh,Deoria,2004,7.625
Uttar Pradesh,Deoria,2005,35.836666
Uttar Pradesh,Deoria,2006,35.836666
Uttar Pradesh,Deoria,2007,35.836666
Uttar Pradesh,Deoria,2008,35.836666
Uttar Pradesh,Deoria,2009,35.836666
Uttar Pradesh,Deoria,2010,35.836666
Uttar Pradesh,Deoria,2011,35.836666
Uttar Pradesh,Deoria,2012,35.836666
Uttar Pradesh,Deoria,2013,35.836666
Uttar Pradesh,Deoria,2014,35.836666
Uttar Pradesh,Deoria,2015,35.836666
Uttar Pradesh,Deoria,2016,35.836666
Uttar Pradesh,Deoria,2017,35.836666
Uttar Pradesh,Deoria,2018,30.0
Madhya Pradesh,Dewas,2000,72.775002
Madhya Pradesh,Dewas,2001,57.736816
Madhya Pradesh,Dewas,2002,64.555557
Madhya Pradesh,Dewas,2003,35.836666
Madhya Pradesh,Dewas,2004,90.0
Madhya Pradesh,Dewas,2005,85.14286
Madhya Pradesh,Dewas,2006,58.064285
Madhya Pradesh,Dewas,2007,81.629631
Madhya Pradesh,Dewas,2008,153.0
Madhya Pradesh,Dewas,2009,67.5
Madhya Pradesh,Dewas,2010,119.72222
Madhya Pradesh,Dewas,2011,83.130432
Madhya Pradesh,Dewas,2012,69.173912
Madhya Pradesh,Dewas,2013,101.94118
Madhya Pradesh,Dewas,2014,104.05264
Madhya Pradesh,Dewas,2015,62.578949
Madhya Pradesh,Dewas,2016,54.0
Madhya Pradesh,Dewas,2017,66.263161
Madhya Pradesh,Dewas,2018,58.421051
Tripura,Dhalai,2000,35.836666
Tripura,Dhalai,2001,35.836666
Tripura,Dhalai,2002,35.836666
Tripura,Dhalai,2003,35.836666
Tripura,Dhalai,2004,35.836666
Tripura,Dhalai,2005,35.836666
Tripura,Dhalai,2006,35.836666
Tripura,Dhalai,2007,35.836666
Tripura,Dhalai,2008,35.836666
Tripura,Dhalai,2009,35.836666
Tripura,Dhalai,2010,0.56666666
Tripura,Dhalai,2011,35.836666
Tripura,Dhalai,2012,35.836666
Tripura,Dhalai,2013,0.56666666
Tripura,Dhalai,2014,1.3000001
Tripura,Dhalai,2015,6.25
Tripura,Dhalai,2016,2.575
Tripura,Dhalai,2017,1.9216
Tripura,Dhalai,2018,2.2420249
Chhattisgarh,Dhamtari,2000,35.836666
Chhattisgarh,Dhamtari,2001,35.836666
Chhattisgarh,Dhamtari,2002,35.836666
Chhattisgarh,Dhamtari,2003,35.836666
Chhattisgarh,Dhamtari,2004,15.6
Chhattisgarh,Dhamtari,2005,11.714286
Chhattisgarh,Dhamtari,2006,10.533334
Chhattisgarh,Dhamtari,2007,15.0
Chhattisgarh,Dhamtari,2008,7.8812499
Chhattisgarh,Dhamtari,2009,9.5
Chhattisgarh,Dhamtari,2010,35.836666
Chhattisgarh,Dhamtari,2011,25.0
Chhattisgarh,Dhamtari,2012,19.152632
Chhattisgarh,Dhamtari,2013,14.04375
Chhattisgarh,Dhamtari,2014,35.836666
Chhattisgarh,Dhamtari,2015,35.836666
Chhattisgarh,Dhamtari,2016,35.836666
Chhattisgarh,Dhamtari,2017,35.836666
Chhattisgarh,Dhamtari,2018,0.0
Jharkhand,Dhanbad,2000,35.836666
Jharkhand,Dhanbad,2001,35.836666
Jharkhand,Dhanbad,2002,35.836666
Jharkhand,Dhanbad,2003,35.836666
Jharkhand,Dhanbad,2004,35.836666
Jharkhand,Dhanbad,2005,37.0
Jharkhand,Dhanbad,2006,35.836666
Jharkhand,Dhanbad,2007,35.836666
Jharkhand,Dhanbad,2008,35.836666
Jharkhand,Dhanbad,2009,35.836666
Jharkhand,Dhanbad,2010,35.836666
Jharkhand,Dhanbad,2011,35.836666
Jharkhand,Dhanbad,2012,63.712502
Jharkhand,Dhanbad,2013,21.992001
Jharkhand,Dhanbad,2014,35.836666
Jharkhand,Dhanbad,2015,35.836666
Jharkhand,Dhanbad,2016,35.836666
Jharkhand,Dhanbad,2017,35.836666
Jharkhand,Dhanbad,2018,0.0
Madhya Pradesh,Dhar,2000,25.272728
Madhya Pradesh,Dhar,2001,47.333332
Madhya Pradesh,Dhar,2002,40.801819
Madhya Pradesh,Dhar,2003,35.836666
Madhya Pradesh,Dhar,2004,70.545456
Madhya Pradesh,Dhar,2005,36.0
Madhya Pradesh,Dhar,2006,39.73077
Madhya Pradesh,Dhar,2007,45.174286
Madhya Pradesh,Dhar,2008,70.884613
Madhya Pradesh,Dhar,2009,33.727272
Madhya Pradesh,Dhar,2010,63.526318
Madhya Pradesh,Dhar,2011,49.549091
Madhya Pradesh,Dhar,2012,80.125
Madhya Pradesh,Dhar,2013,52.416668
Madhya Pradesh,Dhar,2014,52.639999
Madhya Pradesh,Dhar,2015,65.625
Madhya Pradesh,Dhar,2016,38.279999
Madhya Pradesh,Dhar,2017,39.692307
Madhya Pradesh,Dhar,2018,50.68
Tamilnadu,Dharmapuri,2000,39.333332
Tamilnadu,Dharmapuri,2001,26.916666
Tamilnadu,Dharmapuri,2002,53.900002
Tamilnadu,Dharmapuri,2003,35.836666
Tamilnadu,Dharmapuri,2004,113.0
Tamilnadu,Dharmapuri,2005,11.942857
Tamilnadu,Dharmapuri,2006,79.916664
Tamilnadu,Dharmapuri,2007,80.571426
Tamilnadu,Dharmapuri,2008,35.836666
Tamilnadu,Dharmapuri,2009,63.563637
Tamilnadu,Dharmapuri,2010,101.75
Tamilnadu,Dharmapuri,2011,272.0
Tamilnadu,Dharmapuri,2012,91.0
Tamilnadu,Dharmapuri,2013,64.714287
